timestamp,org_id,batch_id,leaf_count,merkle_root_hex
2025-08-18T19:07:59.212Z,54f73df3-8e93-4250-b6ed-39d6236a544e,1,6,b0e79c8c6b46cd0ab5bb45a76bc3b2d6ec57f0be3dae55721dd5c5bfd6834633
2025-08-18T19:08:35.060Z,54f73df3-8e93-4250-b6ed-39d6236a544e,2,1,3cd692ee4c3e053c5f3485d1e711bc3dfd53e15a330d6fa08cc2366c1e4456f7
2025-08-18T19:09:05.339Z,54f73df3-8e93-4250-b6ed-39d6236a544e,3,2,a2ddce7a574a82fdf6d2994a1da01a657bd3d1d34491544b429122502d088d12
2025-08-18T19:12:05.941Z,54f73df3-8e93-4250-b6ed-39d6236a544e,4,1,fcf3abf030d3f25da52e49b13a0abecb6fe1827388c6d8d58772851c4ee9dcc3
2025-08-18T19:12:35.121Z,54f73df3-8e93-4250-b6ed-39d6236a544e,5,5,e733aee366ca08365ba5436f00f9df84b62770ef798716da833149c98955649c
2025-08-18T19:13:06.219Z,54f73df3-8e93-4250-b6ed-39d6236a544e,6,1,94bff44af6218c1a8d2cd36ddc190631acc07563b163dd6e4db1ce58e0f8daad
2025-08-18T19:13:35.264Z,54f73df3-8e93-4250-b6ed-39d6236a544e,7,1,eec5b7959198f2f6f2f403bfba92c263b068212fdf914c03a2deb24ecd2b0513
2025-08-18T19:14:05.572Z,54f73df3-8e93-4250-b6ed-39d6236a544e,8,1,3215c2a055905e18874a756736effefcbe76eb6d0c9a15876ac092bbe8421804
2025-08-18T19:16:38.590Z,54f73df3-8e93-4250-b6ed-39d6236a544e,9,5,d909420e15d9d97d3da1e21628cd5722496e6e895c28f1da4e475812420c1860
2025-08-18T19:17:06.599Z,54f73df3-8e93-4250-b6ed-39d6236a544e,10,1,dc6e7a02ee74409784bb388d830f8cb393db49f3d5c3cce4db8d6bd591f9d05a
2025-08-18T19:17:36.296Z,54f73df3-8e93-4250-b6ed-39d6236a544e,11,1,5b8580973d8d59a3a4ace74dfa86b3e16191990e2045327e2c5f74020d921ef1
2025-08-18T19:18:06.214Z,54f73df3-8e93-4250-b6ed-39d6236a544e,12,2,6742ce360f5d3ed5800e105040e85ca73d361d712a9c4169ff9ebc4785cf2740
2025-08-18T20:13:10.245Z,765bcdde-5f5a-4a41-9105-4417c6e96247,1,5,365bd9cb527b62ac38be3e50cb88b4ff618c47c5a10168cb4213e31c49f136bb
