timestamp,org_id,batch_id,leaf_count,merkle_root_hex
2025-08-21T16:31:23.152Z,b551cc27-2710-468e-b30f-583c34a84f5a,1,32,c18c0a45d23ca3d98331bfe63af41904af17a2fdf431aae8621e2efc6f16b4c0
